model,rep,item_id,gold,pred,correct,hard,raw_output,wall_ms,ttft_ms,total_ms,decode_tps,prefill_tps,prompt_tokens,output_tokens,footprint_gb,vram_gb,gpu_ratio,num_ctx,error
qwen3:1.7b-q8_0,0,69,small_talk,small_talk,True,True,small_talk,90.81,15.44,86.98,87.6,10556.31,163,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,70,small_talk,small_talk,True,True,small_talk,95.66,15.94,74.75,111.72,10353.92,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,71,small_talk,small_talk,True,True,small_talk,83.31,21.55,81.67,86.28,7658.03,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,72,small_talk,small_talk,True,True,small_talk,99.42,27.33,72.73,109.1,6000.51,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,73,small_talk,small_talk,True,True,small_talk,76.77,29.93,75.39,111.33,5478.9,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,74,small_talk,small_talk,True,True,small_talk,105.16,32.88,103.55,82.83,4987.83,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,75,small_talk,small_talk,True,True,small_talk,87.05,16.23,66.06,112.82,10040.66,163,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,76,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,82.33,18.93,80.09,104.22,8771.47,166,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,77,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,83.86,16.99,79.51,102.54,9947.61,169,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,78,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,88.98,25.71,87.05,105.42,6650.07,171,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,79,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,111.51,22.45,93.27,106.0,7394.87,166,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,80,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,78.76,16.62,75.34,104.87,10109.52,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,81,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,90.07,17.48,88.06,95.58,9613.18,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,82,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,78.17,21.91,76.2,113.3,7622.44,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,83,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,109.17,16.92,99.25,111.14,9868.81,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,84,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,96.47,31.2,82.24,110.57,5351.88,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,85,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,88.36,25.42,86.12,109.54,6570.66,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,86,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,86.68,17.18,72.85,108.16,9775.97,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,87,summarize,summarize,True,False,summarize,68.82,15.28,66.9,102.29,10932.9,167,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,88,summarize,summarize,True,False,summarize,64.46,19.67,62.72,111.2,8542.23,168,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,89,summarize,summarize,True,False,summarize,74.7,17.77,72.58,89.36,9507.74,169,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,90,summarize,summarize,True,False,summarize,86.87,16.01,60.61,113.2,10365.93,166,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,91,summarize,summarize,True,False,summarize,81.15,21.51,78.5,85.11,7762.75,167,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,92,summarize,summarize,True,False,summarize,114.51,16.28,87.16,94.01,10318.14,168,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,93,summarize,summarize,True,False,summarize,83.81,17.96,81.91,88.04,9355.68,168,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,94,small_talk,small_talk,True,False,small_talk,64.26,16.0,62.48,112.29,10250.0,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,95,small_talk,small_talk,True,False,small_talk,97.96,16.3,91.61,113.48,10125.18,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,96,small_talk,small_talk,True,False,small_talk,84.63,29.19,82.22,97.87,5653.4,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,97,small_talk,small_talk,True,False,small_talk,105.24,33.7,97.4,110.34,4866.32,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,98,small_talk,small_talk,True,False,small_talk,82.2,15.66,76.96,109.66,10473.88,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,0,99,small_talk,small_talk,True,False,small_talk,75.94,15.98,73.79,97.46,10265.4,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,0,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,79.08,16.97,75.1,108.64,9838.58,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,1,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,100.83,33.23,98.93,88.74,5025.58,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,2,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,99.77,33.63,98.42,92.71,4996.13,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,3,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,76.54,17.43,74.99,110.24,9751.06,170,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,4,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,77.53,17.34,75.18,112.85,9685.79,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,5,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,80.74,16.56,78.72,95.24,10143.09,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,6,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,85.61,30.82,83.55,114.11,5450.3,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,7,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,93.63,17.44,81.21,97.14,9692.03,169,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,8,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,97.99,32.48,96.14,91.16,5141.94,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,9,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,74.85,15.99,72.56,109.24,10382.79,166,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,10,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,71.32,15.99,69.56,106.2,10440.76,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,11,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,73.59,16.16,72.39,107.43,10393.47,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,12,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,86.61,15.72,71.25,106.81,10816.31,170,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,13,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,82.42,25.7,81.43,112.71,6652.66,171,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,14,knowledge_retrieval,,False,False,chain_of_thought,73.74,17.19,72.37,110.35,9717.21,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,15,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,82.55,24.96,80.59,106.91,6729.42,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,16,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,91.74,23.28,79.42,99.23,7172.62,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,17,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,83.62,17.63,71.55,107.67,9528.67,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,18,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,75.88,17.7,74.19,105.3,9489.38,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,19,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,79.63,23.48,78.15,110.54,7112.74,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,20,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,79.1,21.01,77.63,106.38,7996.95,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,21,knowledge_retrieval,small_talk,False,True,small_talk,67.3,17.34,64.49,111.67,9629.25,167,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,22,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,92.87,32.12,90.58,103.3,5417.86,174,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,23,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,84.61,16.11,70.25,111.43,10492.98,169,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,24,knowledge_retrieval,small_talk,False,True,small_talk,60.37,16.42,57.91,112.72,10289.82,169,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,25,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,78.76,16.04,77.32,110.96,10539.44,169,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,26,knowledge_retrieval,small_talk,False,True,small_talk,63.93,17.23,61.91,109.53,9695.21,167,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,27,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,74.33,17.28,73.02,109.31,9838.53,170,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,28,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,73.45,16.93,71.03,107.76,9807.4,166,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,29,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,76.58,17.26,74.14,103.66,9848.22,170,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,30,summarize,summarize,True,False,summarize,102.48,36.28,89.81,90.5,4603.47,167,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,31,summarize,summarize,True,False,summarize,82.78,26.02,81.02,94.79,6456.08,168,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,32,summarize,summarize,True,False,summarize,63.57,17.55,61.2,109.5,9458.69,166,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,33,summarize,summarize,True,False,summarize,65.45,16.11,63.06,112.34,10369.45,167,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,34,summarize,summarize,True,False,summarize,89.41,26.71,87.49,109.87,6176.54,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,35,summarize,summarize,True,False,summarize,183.09,17.73,158.76,111.67,9307.84,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,36,summarize,summarize,True,False,summarize,74.68,17.36,72.7,90.3,9560.56,166,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,37,summarize,summarize,True,False,summarize,70.4,15.38,68.6,89.92,10793.24,166,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,38,summarize,knowledge_retrieval,False,False,knowledge_retrieval,1437.28,231.11,1204.79,11.49,739.92,171,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,39,summarize,summarize,True,False,summarize,842.75,23.53,192.69,108.7,7266.7,171,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,40,summarize,summarize,True,False,summarize,77.84,23.47,72.2,110.17,7243.91,170,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,41,summarize,summarize,True,False,summarize,69.21,16.58,67.71,98.99,10191.16,169,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,42,summarize,small_talk,False,False,small_talk,73.47,21.23,71.74,117.32,7914.08,168,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,43,summarize,summarize,True,False,summarize,84.17,16.12,60.91,114.25,10299.68,166,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,44,summarize,summarize,True,False,summarize,82.62,27.78,66.02,124.08,5975.74,166,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,45,summarize,summarize,True,True,summarize,78.0,30.28,76.09,112.68,5680.69,172,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,46,summarize,summarize,True,True,summarize,60.79,15.58,59.29,110.93,10847.24,169,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,47,summarize,small_talk,False,True,small_talk,88.77,16.2,63.12,108.6,10245.65,166,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,48,summarize,summarize,True,True,summarize,72.3,15.93,58.53,115.19,10423.21,166,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,49,summarize,small_talk,False,True,small_talk,84.2,17.41,65.5,115.27,9767.31,170,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,50,small_talk,small_talk,True,False,small_talk,63.39,15.85,61.95,111.14,10284.56,163,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,51,small_talk,small_talk,True,False,small_talk,65.36,15.28,63.4,106.43,10668.24,163,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,52,small_talk,small_talk,True,False,small_talk,63.65,18.59,61.47,116.87,8765.8,163,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,53,small_talk,small_talk,True,False,small_talk,58.8,14.82,57.22,113.48,10996.42,163,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,54,small_talk,small_talk,True,False,small_talk,61.9,15.14,60.26,116.46,10829.37,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,55,small_talk,small_talk,True,False,small_talk,59.31,14.89,57.82,112.68,11080.52,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,56,small_talk,small_talk,True,False,small_talk,83.92,14.99,63.53,108.14,10940.63,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,57,small_talk,small_talk,True,False,small_talk,64.98,16.28,62.53,115.19,10013.52,163,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,58,small_talk,small_talk,True,False,small_talk,57.48,14.32,55.94,113.76,11380.3,163,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,59,small_talk,small_talk,True,False,small_talk,72.89,27.29,71.65,106.06,6009.09,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,60,small_talk,small_talk,True,False,small_talk,58.58,14.97,56.61,116.22,10886.99,163,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,61,small_talk,small_talk,True,False,small_talk,57.29,14.75,56.37,115.54,11115.63,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,62,small_talk,small_talk,True,False,small_talk,57.18,14.73,55.03,116.3,11197.83,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,63,small_talk,small_talk,True,False,small_talk,89.53,25.07,74.6,96.82,6580.78,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,64,small_talk,small_talk,True,False,small_talk,82.3,21.39,64.46,113.88,7668.57,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,65,small_talk,small_talk,True,False,small_talk,67.17,15.6,65.25,115.61,10512.15,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,66,small_talk,small_talk,True,False,small_talk,85.66,22.59,82.61,96.34,7348.06,166,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,67,small_talk,small_talk,True,False,small_talk,97.87,15.58,85.0,91.13,10529.7,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,68,small_talk,small_talk,True,True,small_talk,104.59,32.72,79.84,110.08,5043.25,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,69,small_talk,small_talk,True,True,small_talk,88.28,16.57,85.12,84.86,9834.68,163,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,70,small_talk,small_talk,True,True,small_talk,92.69,30.33,90.29,90.92,5440.52,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,71,small_talk,small_talk,True,True,small_talk,85.81,32.01,84.1,92.46,5154.0,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,72,small_talk,small_talk,True,True,small_talk,87.29,19.46,63.84,113.77,8426.24,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,73,small_talk,small_talk,True,True,small_talk,59.3,15.05,57.52,111.93,10899.18,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,74,small_talk,small_talk,True,True,small_talk,63.38,17.29,61.82,111.41,9484.7,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,75,small_talk,small_talk,True,True,small_talk,86.84,14.97,60.74,116.47,10887.72,163,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,76,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,76.02,16.97,73.99,101.07,9783.7,166,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,77,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,78.01,18.75,75.77,110.33,9012.85,169,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,78,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,76.48,16.37,74.43,110.43,10444.02,171,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,79,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,81.05,23.68,78.77,105.04,7010.43,166,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,80,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,80.44,18.79,79.18,105.49,8941.88,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,81,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,101.14,28.89,100.06,86.96,5814.76,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,82,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,96.8,31.12,94.97,88.94,5366.67,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,83,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,70.82,15.75,68.32,111.76,10603.85,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,84,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,74.96,16.57,72.22,110.46,10081.5,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,85,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,87.69,17.36,70.8,108.56,9618.15,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,86,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,94.05,16.84,72.56,109.24,9979.21,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,87,summarize,summarize,True,False,summarize,66.67,16.53,64.79,116.94,10103.45,167,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,88,summarize,summarize,True,False,summarize,67.24,17.66,65.72,111.26,9514.1,168,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,89,summarize,summarize,True,False,summarize,85.62,16.12,60.74,117.65,10483.87,169,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,90,summarize,summarize,True,False,summarize,62.85,15.54,60.69,109.41,10679.36,166,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,91,summarize,summarize,True,False,summarize,80.99,17.3,76.62,110.15,9655.97,167,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,92,summarize,summarize,True,False,summarize,85.53,40.15,83.23,116.33,4184.52,168,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,93,summarize,summarize,True,False,summarize,92.83,18.61,90.85,110.56,9025.95,168,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,94,small_talk,small_talk,True,False,small_talk,88.94,33.38,87.04,95.07,4912.83,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,95,small_talk,small_talk,True,False,small_talk,58.27,14.73,55.89,114.27,11203.91,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,96,small_talk,small_talk,True,False,small_talk,78.97,16.06,76.14,80.57,10271.41,165,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,97,small_talk,small_talk,True,False,small_talk,75.1,16.25,73.5,104.33,10089.2,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,98,small_talk,small_talk,True,False,small_talk,105.74,17.86,79.52,108.89,9185.1,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,1,99,small_talk,small_talk,True,False,small_talk,91.51,34.87,89.63,98.26,4703.72,164,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,0,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,80.38,16.78,78.96,93.97,9953.51,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,1,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,75.11,16.14,71.07,105.05,10350.17,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,2,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,72.99,17.62,71.04,109.6,9536.78,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,3,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,73.25,16.2,71.33,104.26,10492.53,170,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,4,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,87.61,17.39,85.1,92.29,9660.17,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,5,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,93.19,18.27,88.81,98.44,9194.9,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,6,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,104.53,27.27,102.45,85.0,6160.62,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,7,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,73.44,18.07,71.16,109.86,9350.97,169,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,8,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,77.44,17.43,75.45,107.98,9581.73,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,9,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,74.35,17.32,72.25,109.93,9587.06,166,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,10,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,70.52,15.66,68.74,110.74,10666.84,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,11,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,77.99,15.54,76.32,94.92,10808.72,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,12,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,75.59,15.76,73.39,98.32,10784.75,170,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,13,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,82.63,16.86,80.58,99.48,10143.55,171,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,14,knowledge_retrieval,,False,False,chain_of_thought,99.54,40.72,97.9,105.93,4101.58,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,15,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,73.22,16.26,71.7,107.22,10334.01,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,16,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,81.43,18.69,79.04,100.67,8936.22,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,17,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,70.55,15.94,68.13,111.96,10540.85,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,18,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,94.73,26.35,92.89,85.05,6375.47,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,19,knowledge_retrieval,knowledge_retrieval,True,False,knowledge_retrieval,101.88,18.27,100.2,103.16,9142.67,167,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,20,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,77.11,18.71,74.75,106.17,8977.24,168,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,21,knowledge_retrieval,small_talk,False,True,small_talk,70.47,17.73,68.32,112.58,9416.94,167,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,22,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,90.99,15.87,67.8,112.64,10967.54,174,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,23,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,83.14,23.13,81.75,100.22,7305.58,169,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,24,knowledge_retrieval,small_talk,False,True,small_talk,99.5,17.26,79.58,107.0,9793.13,169,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,25,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,116.27,33.4,114.3,85.1,5059.88,169,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,26,knowledge_retrieval,small_talk,False,True,small_talk,94.65,40.48,92.95,112.72,4125.9,167,4,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,27,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,76.88,18.87,75.31,108.58,9008.53,170,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,28,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,74.76,15.98,73.66,107.11,10389.94,166,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,29,knowledge_retrieval,knowledge_retrieval,True,True,knowledge_retrieval,94.4,17.16,92.71,83.9,9904.45,170,5,2.242,2.242,100.0,4096,
qwen3:1.7b-q8_0,2,30,summarize,summarize,True,False,summarize,62.49,15.66,60.46,116.94,10664.79,167,4,2.242,2.242,100.0,4096,
